Antecedent;Consequent
 Obst 0,40 | Wiener Teller ; BIO-RÃ¼hrei | Klassik Semmel 0,30 | belegte Backw. 1,40
 BIO-RÃ¼hrei | Klassik Semmel 0,30 | Obst 0,4; belegte Backw. 1,40    
 BIO-RÃ¼hrei | Klassik Semmel 0,30 | Wiener Telle; Obst 0,40 | belegte Backw. 1,40 |
 BIO-RÃ¼hrei | Obst 0,40 | Wiener Telle; Klassik Semmel 0,30 | belegte Backw. 1,40 |
 Klassik Semmel 0,30 | Obst 0,40 | Wiener Teller ; BIO-RÃ¼hrei | belegte Backw. 1,40
 Wiener Teller | belegte Backw. 1,40 ; BIO-RÃ¼hrei | Klassik Semmel 0,30 | Obst 0,40
 BIO-RÃ¼hrei | Wiener Teller | belegte Backw. 1,4; Klassik Semmel 0,30 | Obst 0,40 |
 Obst 0,40 | Wiener Teller | belegte Backw. 1,40 ; BIO-RÃ¼hrei | Klassik Semmel 0,30
 Klassik Semmel 0,30 | Obst 0,40 | belegte Backw. 1,40 ; BIO-RÃ¼hrei  
 Klassik Semmel 0,30 | Wiener Teller | belegte Backw. 1,40 ; BIO-RÃ¼hrei | Obst 0,40
 BIO-RÃ¼hrei | Klassik Semmel 0,30 | Obst 0,40 | Wiener Telle; belegte Backw. 1,40    
 BIO-RÃ¼hrei | Klassik Semmel 0,30 | Obst 0,40 | belegte Backw. 1,4; Wiener Teller    
 BIO-RÃ¼hrei | Klassik Semmel 0,30 | Wiener Teller | belegte Backw. 1,4; Obst 0,40    
 BIO-RÃ¼hrei | Obst 0,40 | Wiener Teller | belegte Backw. 1,4; Klassik Semmel 0,30    
 Klassik Semmel 0,30 | Obst 0,40 | Wiener Teller | belegte Backw. 1,40 ; BIO-RÃ¼hrei  
 Senf 0,10 | Wiener Teller ; Breze 0,65    
 Port. Butter Honig ec | Senf 0,10 | Wiener Teller ; Breze 0,65    
 Breze 0,65 | O-Saft frisch | Wiener Teller ; Port. Butter Honig ec    
 O-Saft frisch | Port. Butter Honig ec | Wiener Teller ; Breze 0,65    
 Port. Butter Honig ec | Port. Butter Honig ec | Wiener Teller ; Breze 0,65    
 Port. Butter Honig ec | Wiener Teller ; Breze 0,65    
 Obstbecher 0,90 | Wiener Teller ; KÃ¤se-Mohn Breze  
 BIO Joghurt Frucht | Ei 0,30 ; Klassik Semmel 0,30    
 BIO Joghurt Frucht | Klassik Semmel 0,30 ; Ei 0,30    
 BIO Molkerei 0,50 | Key/Card-RÃ¼cknahm; Obstbecher 0,90    
 Key/Card-RÃ¼cknahme | Teebeute; Breze 0,65 | O-Saft frisch |
 Breze 0,65 | Key/Card-RÃ¼cknahme | Teebeute; O-Saft frisch    
 Key/Card-RÃ¼cknahme | O-Saft frisch | Teebeute; Breze 0,65    
 Key/Card-RÃ¼cknahme | Obst 0,4; Kornsemmel 0,40 | Obstbecher 0,90 |
 Key/Card-RÃ¼cknahme | Kornsemmel 0,4; Obst 0,40 | Obstbecher 0,90 |
 Key/Card-RÃ¼cknahme | Kornsemmel 0,40 | Obst 0,4; Obstbecher 0,90    
 Key/Card-RÃ¼cknahme | Kornsemmel 0,40 | Obstbecher 0,9; Obst 0,40    
 Key/Card-RÃ¼cknahme | Obst 0,40 | Obstbecher 0,9; Kornsemmel 0,40    
 Key/Card-RÃ¼cknahme | PfÃ¤l; Breze 0,65    
 Key/Card-RÃ¼cknahme | Wiene; Breze 0,65    
 Key/Card-RÃ¼cknahme | belegte Backw. 1,4; belegte Backw. 2,30    
 Key/Card-RÃ¼cknahme | belegte Backw. 2,3; belegte Backw. 1,40    
 Key/Card-RÃ¼cknahme | O-Saft frisch | belegte Backw. 1,4; belegte Backw. 2,30    
 Key/Card-RÃ¼cknahme | O-Saft frisch | belegte Backw. 2,3; belegte Backw. 1,40    
 KÃ¤se-Mohn Breze | Molkereiprodukte 0,6; Backwaren Kuchen 1,30    
 BIO Molkerei 0,80 | Molkereiprodukte 0,65 ; Klassik Semmel 0,30    
 Marmelade 0,35 | Molkereiprodukte 0,65 ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec |
 Marmelade 0,35 | Molkereiprodukte 0,65 | O-Saft frisch ; Breze 0,65 | Port. Butter Honig ec |
 Marmelade 0,35 | Molkereiprodukte 0,65 | Port. Butter Honig ec ; Breze 0,65 | O-Saft frisch |
 Molkereiprodukte 0,65 | O-Saft frisch | Port. Butter Honig ec ; Breze 0,65    
 Breze 0,65 | Marmelade 0,35 | Molkereiprodukte 0,65 ; O-Saft frisch | Port. Butter Honig ec |
 Breze 0,65 | Marmelade 0,35 | Molkereiprodukte 0,65 | O-Saft frisch ; Port. Butter Honig ec    
 Breze 0,65 | Marmelade 0,35 | Molkereiprodukte 0,65 | Port. Butter Honig ec ; O-Saft frisch    
 Breze 0,65 | Molkereiprodukte 0,65 | O-Saft frisch | Port. Butter Honig ec ; Marmelade 0,35    
 Marmelade 0,35 | Molkereiprodukte 0,65 | O-Saft frisch | Port. Butter Honig ec ; Breze 0,65    
 Molkereiprodukte 0,65 | Senf 0,10 ; belegte Backw. 1,70    
 Kornsemmel 0,40 | Molkereiprodukte 0,65 ; BIO Back 0,45 | Ei 0,30 |
 BIO Back 0,45 | Ei 0,30 | Kornsemmel 0,40 ; Molkereiprodukte 0,65    
 BIO Back 0,45 | Ei 0,30 | Molkereiprodukte 0,65 ; Kornsemmel 0,40    
 BIO Back 0,45 | Kornsemmel 0,40 | Molkereiprodukte 0,65 ; Ei 0,30    
 Ei 0,30 | Kornsemmel 0,40 | Molkereiprodukte 0,65 ; BIO Back 0,45    
 Butterbreze 1,10 | Molkereiprodukte 0,65 | O-Saft frisch ; Breze 0,65    
 Butterbreze 1,10 | Molkereiprodukte 0,65 | Obstbecher 0,90 ; Breze 0,65 | O-Saft frisch |
 Molkereiprodukte 0,65 | O-Saft frisch | Obstbecher 0,90 ; Breze 0,65 | Butterbreze 1,10 |
 Breze 0,65 | Molkereiprodukte 0,65 | Obstbecher 0,90 ; Butterbreze 1,10 | O-Saft frisch |
 Breze 0,65 | Butterbreze 1,10 | Molkereiprodukte 0,65 ; O-Saft frisch    
 Breze 0,65 | Butterbreze 1,10 | Molkereiprodukte 0,65 | O-Saft frisch ; Obstbecher 0,90    
 Breze 0,65 | Butterbreze 1,10 | Molkereiprodukte 0,65 | Obstbecher 0,90 ; O-Saft frisch    
 Breze 0,65 | Butterbreze 1,10 | O-Saft frisch | Obstbecher 0,90 ; Molkereiprodukte 0,65    
 Breze 0,65 | Molkereiprodukte 0,65 | O-Saft frisch | Obstbecher 0,90 ; Butterbreze 1,10    
 Butterbreze 1,10 | Molkereiprodukte 0,65 | O-Saft frisch | Obstbecher 0,90 ; Breze 0,65    
 Molkereiprodukte 0,65 | Port. Butter Honig ec ; Breze 0,65    
 BIO Molkerei 0,55 _ | Molkereiprodukte 0,65 ; Backwaren Kuchen 1,30 | Breze 0,65 |
 BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Molkereiprodukte 0,65 ; Breze 0,65    
 BIO Molkerei 0,55 _ | Breze 0,65 | Molkereiprodukte 0,65 ; Backwaren Kuchen 1,30    
 Backwaren Kuchen 1,30 | Breze 0,65 | Molkereiprodukte 0,65 ; BIO Molkerei 0,55 _    
 Proz. Rabatt/Aufschl. | Senf 0,10 ; Backwaren Kuchen 1,30 | Breze 0,65 | Debrecziner | WeiÃŸwurst
 Debrecziner | Proz. Rabatt/Aufschl. | Senf 0,10 ; Backwaren Kuchen 1,30 | Breze 0,65 | WeiÃŸwurst
 Backwaren Kuchen 1,30 | Debrecziner | Proz. Rabatt/Aufschl. ; Breze 0,65 | WeiÃŸwurst
 Backwaren Kuchen 1,30 | Debrecziner | Senf 0,10 ; Breze 0,65 | WeiÃŸwurst
 Backwaren Kuchen 1,30 | Proz. Rabatt/Aufschl. | Senf 0,10 ; Breze 0,65 | Debrecziner | WeiÃŸwurst
 Breze 0,65 | Proz. Rabatt/Aufschl. | Senf 0,10 ; Backwaren Kuchen 1,30 | Debrecziner | WeiÃŸwurst
 Backwaren Kuchen 1,30 | Breze 0,65 | Senf 0,10 ; WeiÃŸwurst  
 Backwaren Kuchen 1,30 | Debrecziner | Proz. Rabatt/Aufschl. | Senf 0,10 ; Breze 0,65 | WeiÃŸwurst
 Backwaren Kuchen 1,30 | Proz. Rabatt/Aufschl. | Senf 0,10 | WeiÃŸwurs; Breze 0,65 | Debrecziner |
 Debrecziner | Proz. Rabatt/Aufschl. | Senf 0,10 | WeiÃŸwurs; Backwaren Kuchen 1,30 | Breze 0,65 |
 Breze 0,65 | Debrecziner | Proz. Rabatt/Aufschl. | Senf 0,10 ; Backwaren Kuchen 1,30 | WeiÃŸwurst
 Breze 0,65 | Proz. Rabatt/Aufschl. | Senf 0,10 | WeiÃŸwurs; Backwaren Kuchen 1,30 | Debrecziner |
 Backwaren Kuchen 1,30 | Breze 0,65 | Debrecziner ; Senf 0,10 | WeiÃŸwurst
 Backwaren Kuchen 1,30 | Breze 0,65 | Debrecziner | Proz. Rabatt/Aufschl. ; WeiÃŸwurst  
 Backwaren Kuchen 1,30 | Breze 0,65 | Debrecziner | Senf 0,10 ; WeiÃŸwurst  
 Backwaren Kuchen 1,30 | Breze 0,65 | Proz. Rabatt/Aufschl. | Senf 0,10 ; Debrecziner | WeiÃŸwurst
 Backwaren Kuchen 1,30 | Breze 0,65 | Debrecziner | Proz. Rabatt/Aufschl. | Senf 0,10 ; WeiÃŸwurst  
 Backwaren Kuchen 1,30 | Breze 0,65 | Debrecziner | Proz. Rabatt/Aufschl. | WeiÃŸwurs; Senf 0,10    
 Backwaren Kuchen 1,30 | Breze 0,65 | Debrecziner | Senf 0,10 | WeiÃŸwurs; Proz. Rabatt/Aufschl.    
 Backwaren Kuchen 1,30 | Breze 0,65 | Proz. Rabatt/Aufschl. | Senf 0,10 | WeiÃŸwurs; Debrecziner    
 Backwaren Kuchen 1,30 | Debrecziner | Proz. Rabatt/Aufschl. | Senf 0,10 | WeiÃŸwurs; Breze 0,65    
 Breze 0,65 | Debrecziner | Proz. Rabatt/Aufschl. | Senf 0,10 | WeiÃŸwurs; Backwaren Kuchen 1,30    
 Marmelade 0,35 | Proz. Rabatt/Aufschl. ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Debrecziner | Marmelade 0,35 ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Ei 0,30 | Marmelade 0,35 | Proz. Rabatt/Aufschl. ; Breze 0,65 | Debrecziner | O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Ei 0,30 | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Marmelade 0,35 | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Debrecziner | Marmelade 0,35 | Proz. Rabatt/Aufschl. ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Debrecziner | Marmelade 0,35 | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Debrecziner | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Marmelade 0,35 | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Marmelade 0,35 | Semmeln | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec |
 Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec |
 Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch | Semmeln | Wiener |
 Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch | Semmeln |
 Debrecziner | Ei 0,30 ; Breze 0,65 | Marmelade 0,35 | O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Debrecziner | Ei 0,30 | Marmelade 0,35 ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Debrecziner | Ei 0,30 | Proz. Rabatt/Aufschl. ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Debrecziner | Marmelade 0,35 | Semmeln ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Debrecziner | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Debrecziner | Marmelade 0,35 | Port. Butter Honig ec ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Semmeln | Wiener |
 Debrecziner | Port. Butter Honig ec | Proz. Rabatt/Aufschl. ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Semmeln | Wiener |
 Breze 0,65 | Marmelade 0,35 | Proz. Rabatt/Aufschl. ; O-Saft frisch    
 Marmelade 0,35 | O-Saft frisch | Proz. Rabatt/Aufschl. ; Breze 0,65    
 Debrecziner | Ei 0,30 | Wiener ; Breze 0,65 | Marmelade 0,35 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | Proz. Rabatt/Aufschl. ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | Wiener ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Debrecziner | Ei 0,30 | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Debrecziner | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Ei 0,30 | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Ei 0,30 | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | Debrecziner | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Ei 0,30 | Marmelade 0,35 | Semmeln | Wiener ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec |
 Ei 0,30 | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Debrecziner | O-Saft frisch | Port. Butter Honig ec |
 Marmelade 0,35 | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec |
 Ei 0,30 | Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. ; Breze 0,65 | Debrecziner | O-Saft frisch | Semmeln | Wiener |
 Ei 0,30 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | O-Saft frisch | Semmeln |
 Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch | Semmeln |
 Ei 0,30 | Marmelade 0,35 | O-Saft frisch | Proz. Rabatt/Aufschl. ; Breze 0,65 | Debrecziner | Port. Butter Honig ec | Semmeln | Wiener |
 Ei 0,30 | O-Saft frisch | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | Port. Butter Honig ec | Semmeln |
 Marmelade 0,35 | O-Saft frisch | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | Port. Butter Honig ec | Semmeln |
 Breze 0,65 | Ei 0,30 | Marmelade 0,35 | Proz. Rabatt/Aufschl. ; Debrecziner | O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Breze 0,65 | Ei 0,30 | Proz. Rabatt/Aufschl. | Wiener ; Debrecziner | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Breze 0,65 | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Wiener ; Debrecziner | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Debrecziner | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Debrecziner | Marmelade 0,35 | Semmeln | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec |
 Debrecziner | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec |
 Debrecziner | Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Semmeln | Wiener |
 Debrecziner | Marmelade 0,35 | Port. Butter Honig ec | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Semmeln |
 Debrecziner | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Semmeln |
 Debrecziner | Marmelade 0,35 | O-Saft frisch | Proz. Rabatt/Aufschl. ; Breze 0,65 | Ei 0,30 | Port. Butter Honig ec | Semmeln | Wiener |
 Debrecziner | Marmelade 0,35 | O-Saft frisch | Wiener ; Breze 0,65 | Ei 0,30 | Port. Butter Honig ec | Semmeln |
 Debrecziner | O-Saft frisch | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Ei 0,30 | Port. Butter Honig ec | Semmeln |
 Breze 0,65 | Debrecziner | Marmelade 0,35 | Proz. Rabatt/Aufschl. ; Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Breze 0,65 | Debrecziner | Marmelade 0,35 | Wiener ; Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Breze 0,65 | Debrecziner | Proz. Rabatt/Aufschl. | Wiener ; Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch | Wiener |
 Marmelade 0,35 | Port. Butter Honig ec | Semmeln | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch |
 Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch |
 Marmelade 0,35 | O-Saft frisch | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | Debrecziner | Ei 0,30 | Port. Butter Honig ec | Wiener |
 O-Saft frisch | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | Port. Butter Honig ec |
 Breze 0,65 | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Semmeln ; Debrecziner | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Breze 0,65 | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Debrecziner | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec |
 Marmelade 0,35 | O-Saft frisch | Port. Butter Honig ec | Proz. Rabatt/Aufschl. ; Breze 0,65 | Debrecziner | Ei 0,30 | Semmeln | Wiener |
 O-Saft frisch | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | Semmeln |
 Breze 0,65 | Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. ; Debrecziner | Ei 0,30 | O-Saft frisch | Semmeln | Wiener |
 Breze 0,65 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Wiener ; Debrecziner | Ei 0,30 | O-Saft frisch | Semmeln |
 Debrecziner | Ei 0,30 | Semmeln ; Breze 0,65 | Marmelade 0,35 | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | Semmeln ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Debrecziner | Ei 0,30 | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Debrecziner | Ei 0,30 | Port. Butter Honig ec ; Breze 0,65 | Marmelade 0,35 | O-Saft frisch | Semmeln | Wiener |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | Port. Butter Honig ec ; Breze 0,65 | O-Saft frisch | Semmeln | Wiener |
 Debrecziner | Ei 0,30 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. ; Breze 0,65 | O-Saft frisch | Semmeln | Wiener |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | O-Saft frisch ; Breze 0,65 | Port. Butter Honig ec | Semmeln | Wiener |
 Breze 0,65 | Debrecziner | Ei 0,30 | Marmelade 0,35 ; O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Debrecziner | Port. Butter Honig ec | Semmeln ; Breze 0,65 | Wiener |
 Debrecziner | Marmelade 0,35 | Port. Butter Honig ec | Semmeln ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Wiener |
 Debrecziner | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Wiener |
 Debrecziner | Marmelade 0,35 | O-Saft frisch | Semmeln ; Breze 0,65 | Ei 0,30 | Port. Butter Honig ec | Wiener |
 Breze 0,65 | Debrecziner | Marmelade 0,35 | Semmeln ; Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Debrecziner | Marmelade 0,35 | O-Saft frisch | Port. Butter Honig ec ; Breze 0,65 | Ei 0,30 | Semmeln | Wiener |
 Breze 0,65 | Debrecziner | Marmelade 0,35 | Port. Butter Honig ec ; Ei 0,30 | O-Saft frisch | Semmeln | Wiener |
 Debrecziner | Ei 0,30 | Semmeln | Wiener ; Breze 0,65 | Marmelade 0,35 | O-Saft frisch | Port. Butter Honig ec |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec | Wiener |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | Semmeln | Wiener ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec |
 Debrecziner | Ei 0,30 | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | O-Saft frisch | Port. Butter Honig ec |
 Debrecziner | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec |
 Ei 0,30 | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Debrecziner | O-Saft frisch | Port. Butter Honig ec |
 Debrecziner | Ei 0,30 | Port. Butter Honig ec | Wiener ; Breze 0,65 | Marmelade 0,35 | O-Saft frisch | Semmeln |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. ; Breze 0,65 | O-Saft frisch | Semmeln | Wiener |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | Port. Butter Honig ec | Wiener ; Breze 0,65 | O-Saft frisch | Semmeln |
 Debrecziner | Ei 0,30 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | O-Saft frisch | Semmeln |
 Debrecziner | Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Ei 0,30 | O-Saft frisch | Semmeln |
 Ei 0,30 | Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | O-Saft frisch | Semmeln |
 Debrecziner | Ei 0,30 | O-Saft frisch | Wiener ; Breze 0,65 | Marmelade 0,35 | Port. Butter Honig ec | Semmeln |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | O-Saft frisch | Proz. Rabatt/Aufschl. ; Breze 0,65 | Port. Butter Honig ec | Semmeln | Wiener |
 Debrecziner | Ei 0,30 | Marmelade 0,35 | O-Saft frisch | Wiener ; Breze 0,65 | Port. Butter Honig ec | Semmeln |
 Debrecziner | Ei 0,30 | O-Saft frisch | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Port. Butter Honig ec | Semmeln |
 Debrecziner | Marmelade 0,35 | O-Saft frisch | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Ei 0,30 | Port. Butter Honig ec | Semmeln |
 Ei 0,30 | Marmelade 0,35 | O-Saft frisch | Proz. Rabatt/Aufschl. | Wiener ; Breze 0,65 | Debrecziner | Port. Butter Honig ec | Semmeln |
 Breze 0,65 | Debrecziner | Ei 0,30 | Wiener ; Marmelade 0,35 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Breze 0,65 | Debrecziner | Ei 0,30 | Marmelade 0,35 | Proz. Rabatt/Aufschl. ; O-Saft frisch | Port. Butter Honig ec | Semmeln | Wiener |
 Breze 0,65 | Debrecziner | Ei 0,30 | Marmelade 0,35 | Wiener ; O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Breze 0,65 | Debrecziner | Ei 0,30 | Proz. Rabatt/Aufschl. | Wiener ; O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Breze 0,65 | Debrecziner | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Wiener ; Ei 0,30 | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Breze 0,65 | Ei 0,30 | Marmelade 0,35 | Proz. Rabatt/Aufschl. | Wiener ; Debrecziner | O-Saft frisch | Port. Butter Honig ec | Semmeln |
 Ei 0,30 | Port. Butter Honig ec | Semmeln | Wiener ; Breze 0,65 | O-Saft frisch |
 Ei 0,30 | Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | Debrecziner | O-Saft frisch | Wiener |
 Ei 0,30 | Marmelade 0,35 | Port. Butter Honig ec | Semmeln | Wiener ; Breze 0,65 | O-Saft frisch |
 Ei 0,30 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Debrecziner | O-Saft frisch |
 Marmelade 0,35 | Port. Butter Honig ec | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | O-Saft frisch |
 Ei 0,30 | Marmelade 0,35 | O-Saft frisch | Proz. Rabatt/Aufschl. | Semmeln ; Breze 0,65 | Debrecziner | Port. Butter Honig ec | Wiener |
 Ei 0,30 | Marmelade 0,35 | O-Saft frisch | Semmeln | Wiener ; Breze 0,65 | Port. Butter Honig ec |
 Ei 0,30 | O-Saft frisch | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Debrecziner | Port. Butter Honig ec |
 Marmelade 0,35 | O-Saft frisch | Proz. Rabatt/Aufschl. | Semmeln | Wiener ; Breze 0,65 | Debrecziner | Ei 0,30 | Port. Butter Honig ec |
